ano,id_municipio,sigla_uf,populacao_atendida_agua,populacao_atentida_esgoto,populacao_urbana,populacao_urbana_residente_agua,populacao_urbana_atendida_agua,populacao_urbana_atendida_agua_ibge,populacao_urbana_residente_esgoto,populacao_urbana_atendida_esgoto,populacao_urbana_residente_esgoto_ibge,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,quantidade_ligacao_total_agua,quantidade_ligacao_total_esgoto,quantidade_economia_ativa_agua,quantidade_economia_ativa_esgoto,quantidade_ligacao_micromedia_ativa_agua,quantidade_economia_residencial_ativa_agua,quantidade_economia_residencial_ativa_esgoto,quantidade_economia_micromedida_ativa_agua,quantidade_economia_residencial_micromedida_ativa_agua,volume_agua_produzido,volume_agua_tratada_eta,volume_agua_micromedido,volume_agua_consumido,volume_agua_faturado,volume_agua_macromedido,volume_agua_tratada_desinfeccao,volume_agua_bruta_exportado,volume_agua_tratada_importado,volume_agua_tratada_exportado,volume_agua_micromedido_economia_ativa,volume_servico_agua,volume_agua_fluoretada,consumo_eletrico_sistemas_agua,volume_esgoto_coletado,volume_esgoto_tratado,volume_esgoto_faturado,volume_esgoto_bruto_exportado,volume_esgoto_bruto_importado,volume_esgoto_importado,volume_esgoto_bruto_exportado_tratamento_importador,consumo_eletrico_sistemas_esgoto,indice_agua_ligacao,indice_hidrometracao,indice_macromedicao_volume_disponibilizado,indice_macromedicao,indice_perda_faturamento,indice_micromedido_economia,indice_coleta_esgoto,indice_tratamento_esgoto,indice_consumo_agua_faturado,indice_extensao_agua_ligacao,indice_extensao_esgoto_ligacao,indice_consumo_agua_per_capita,indice_atendimento_urbano_agua,indice_atendimento_agua_esgoto,indice_volume_agua_economia,indice_faturamento_agua,indice_participacao_economia_agua,indice_micromedicao_relativo_agua,indice_esgotamento_agua_consumida,indice_atendimento_esgoto_esgoto,indice_perda_distribuicao_agua,indice_perda_linear_agua,indice_perda_ligacao_agua,indice_consumo_agua,indice_consumo_medio_agua,indice_atendimento_total_agua,indice_atendimento_esgoto_agua,indice_fluoretacao_agua,indice_consumo_energia_agua,indice_consumo_energia_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
2021,2307403,CE,14829.0,8418.0,14829.0,14829.0,14809.0,24949.0,14829.0,8418.0,24949.0,98.0,34.0,1.0,1.0,3.0,0.0,7294.0,2076.0,8520.0,2397.0,7590.0,2310.0,6405.0,7290.0,2228.0,6804.0,6804.0,2522.05,1450.0,722.05,981.12,958.01,0.0,505.0,0.0,0.0,0.0,705.12,60.0,0.0,300.0,481.0,318.0,318.0,0.0,0.0,0.0,0.0,270.0,1.05,87.69,29.33,0.0,61.09,8.9,49.03,66.11,10.5,11.6,14.28,113.2,99.9,56.77,27.7,38.91,95.63,73.59,32.41,56.77,60.15,41.4,558.86,39.85,10.8,95.82,33.74,0.0,0.12,0.56,2371629.97,2104416.2,267213.77,174368.23,0.0,2545998.2,0.0,2545998.2,668702.61,370697.01,6.0,42588.0,587671.53,1145032.76,2297708.89,5927.0,2310465.89,0.0,8227.99,18154.22,6830.0,125337.38,0.0,57293.87,5927.0,0.0,63220.87,0.0,,,69000.0,51000.0,29000.0,161000.0,299000.0,,,310000.0,750000.0,400000.0,170000.0,,,,,645082.22,0.0,0.0,645082.22,0.0,0.0,645082.22
2021,2309102,CE,3046.0,460.0,4041.0,4041.0,3046.0,11056.0,4041.0,460.0,11056.0,14.87,3.76,1.0,1.0,0.0,0.0,1479.0,249.0,1826.0,276.0,1496.0,254.0,1479.0,1365.0,205.0,1496.0,1365.0,190.33,153.65,127.59,130.42,166.13,165.08,36.68,0.0,0.0,0.0,115.24,1.27,0.0,225.55,15.85,15.85,23.73,0.0,0.0,0.0,0.0,65.64,1.01,100.0,67.49,86.73,12.13,7.3,12.15,100.0,9.5,7.9,10.4,118.4,75.4,11.38,10.8,87.87,91.26,97.83,12.15,11.38,31.02,10.8,110.95,68.98,7.4,27.55,4.16,0.0,1.19,4.14,731157.49,645326.1,85831.39,21368.82,0.0,752526.31,0.0,835961.78,358673.13,151688.13,1.0,83853.39,245204.39,286622.41,1079862.84,4478.12,1217317.21,132976.25,11259.77,100539.99,0.0,200694.76,0.0,0.0,4472.8,5.32,4478.12,0.0,0.0,0.0,0.0,58353.22,0.0,12024.36,70377.58,,,70377.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2311801,CE,36158.0,11364.0,50334.0,50334.0,36158.0,78194.0,50334.0,11364.0,78194.0,163.6,55.7,1.0,1.0,4.0,0.0,17248.0,5565.0,25188.0,9383.0,17577.0,5710.0,17247.0,16813.0,5224.0,17576.0,16812.0,2694.17,2694.17,1673.51,1672.79,2454.49,0.0,0.0,0.0,0.0,0.0,1548.54,1.23,0.0,2503.41,462.98,462.98,659.19,0.0,0.0,0.0,0.0,208.04,1.02,100.0,62.14,0.0,8.85,8.0,27.68,100.0,11.7,7.4,6.94,126.0,71.8,22.58,12.8,91.15,95.67,100.0,27.68,22.58,37.88,17.23,162.9,62.12,8.0,46.24,14.53,0.0,0.93,0.45,11589265.78,8779607.18,2809658.6,305792.14,0.0,11895057.92,0.0,11607807.67,4474681.15,3193941.94,37.0,413692.73,1607441.34,3996244.89,13402068.47,57284.0,16778240.87,3318888.4,156549.53,767533.03,0.0,3266665.01,0.0,32751.08,57284.0,0.0,90035.08,0.0,0.0,0.0,0.0,1557114.26,4285.53,0.0,1096314.11,0.0,465085.68,1561399.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2312304,CE,19795.0,6646.0,25927.0,25927.0,19795.0,46648.0,25927.0,6646.0,46648.0,66.04,27.73,1.0,1.0,1.0,0.0,8582.0,2976.0,9664.0,3394.0,8722.0,3054.0,8582.0,8347.0,2860.0,8722.0,8347.0,1244.8,1244.8,755.17,757.17,1163.62,0.0,0.0,0.0,0.0,0.0,713.21,0.0,188.9,1629.18,193.47,193.47,318.06,0.0,0.0,0.0,0.0,74.59,1.02,100.0,60.67,0.0,6.52,7.2,25.55,100.0,11.1,6.7,8.35,104.3,76.4,25.63,11.9,93.48,95.72,99.74,25.55,25.63,39.17,20.23,155.18,60.83,7.2,42.43,14.25,15.18,1.31,0.39,4299846.01,3323165.0,976681.01,131423.8,0.0,4431269.81,0.0,4352126.15,1063692.34,1189035.28,5.0,102627.83,973700.82,810750.33,3644109.17,17460.97,4419074.75,602115.57,67125.62,-175692.29,155389.04,676561.58,0.0,0.0,17460.97,0.0,17460.97,0.0,0.0,0.0,0.0,42481.39,11254.88,0.0,53736.27,0.0,0.0,53736.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2301000,CE,17275.0,6751.0,70369.0,70369.0,17275.0,76186.0,70369.0,6751.0,76186.0,116.0,37.0,1.0,1.0,1.0,1.0,5511.0,2181.0,6169.0,2256.0,5686.0,2313.0,5511.0,5317.0,2078.0,5686.0,5317.0,860.4,860.4,788.63,788.63,907.82,860.4,0.0,0.0,0.0,0.0,688.84,65.53,860.4,895.0,268.0,268.0,304.0,0.0,0.0,0.0,0.0,102.0,1.03,100.0,99.21,100.0,-14.21,12.3,33.98,100.0,14.1,19.7,16.23,114.7,24.6,9.59,13.4,114.21,93.28,100.0,33.98,9.59,0.79,0.15,3.29,99.21,12.3,22.67,8.86,100.0,1.04,0.38,2854638.0,2128158.0,726480.0,126422.0,0.0,2981060.0,0.0,2908481.0,1018871.0,830429.0,8.0,200101.0,336731.0,885832.0,2836225.0,178737.0,3583869.0,439908.0,110456.0,-156133.0,128999.0,628809.0,0.0,541406.0,82595.0,96142.0,720143.0,0.0,0.0,,0.0,20344.0,54919.0,0.0,75263.0,0.0,0.0,75263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2014,2301901,CE,34366.0,3894.0,40100.0,40100.0,34366.0,58347.0,40100.0,3894.0,58347.0,53.0,46.34,1.0,1.0,0.0,0.0,10722.0,1250.0,10924.0,2768.0,10848.0,1288.0,10540.0,10294.0,1164.0,10661.0,10119.0,2844.08,0.0,1387.38,1392.63,1870.57,0.0,2844.08,0.0,0.0,0.0,1299.1,0.0,0.0,1808.13,153.58,153.58,175.38,0.0,0.0,0.0,0.0,38.1,1.01,98.27,48.78,0.0,34.23,11.0,11.03,100.0,14.6,4.9,16.81,113.0,85.7,9.71,22.2,65.77,94.82,99.62,11.03,9.71,51.03,75.03,376.27,48.97,10.9,58.9,6.67,0.0,0.64,0.25,4586246.61,4179287.51,406959.1,151771.65,0.0,4738018.26,0.0,4813525.54,2093743.48,1900560.28,11.0,30592.6,574050.62,697838.79,3916631.46,17397.45,5825803.2,1787169.87,107707.43,-157495.37,104604.42,763377.11,0.0,508801.09,17935.62,-538.17,526198.54,0.0,0.0,,0.0,34459.16,6992.5,0.0,41451.66,0.0,0.0,41451.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2014,2304004,CE,10093.0,13952.0,14754.0,14754.0,10093.0,22773.0,14754.0,13712.0,22773.0,37.0,18.05,1.0,1.0,1.0,2.0,4093.0,1622.0,4573.0,1887.0,4108.0,2924.0,4092.0,3939.0,2761.0,4107.0,3938.0,574.85,574.85,384.99,384.99,577.05,574.85,0.0,0.0,0.0,0.0,362.78,0.0,574.85,133.46,934.19,64.19,92.99,0.0,0.0,0.0,0.0,1094.99,1.0,99.99,66.97,100.0,-0.38,8.1,100.0,6.87,12.2,8.2,9.95,97.1,68.4,92.94,12.1,100.38,95.8,100.0,16.67,92.94,33.03,14.45,132.17,66.97,8.1,44.32,61.27,100.0,0.23,1.17,1559758.24,1045360.18,514398.06,42096.86,0.0,1601855.1,0.0,1618666.8,,937264.06,10.0,124924.91,123854.82,610149.29,2110356.91,0.0,2714351.82,502013.12,54238.82,-54338.37,42386.79,314263.38,59595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126832.84,61877.49,1566.33,190276.66,0.0,0.0,190276.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205000.0,0.0,0.0,205000.0,0.0,0.0,205000.0
2013,2306900,CE,23453.0,3755.0,23453.0,23453.0,23453.0,34683.0,23453.0,3755.0,34683.0,94.7,14.98,1.0,1.0,4.0,0.0,9577.0,1073.0,10829.0,1369.0,9577.0,1073.0,9222.0,9577.0,912.0,9222.0,9222.0,2451.18,2289.89,1272.97,1346.21,1624.97,0.0,0.0,0.0,0.0,0.0,1097.72,133.24,2270.18,722.04,157.7,141.96,0.0,0.0,0.0,0.0,0.0,30.8,1.0,95.01,54.92,0.0,29.9,11.9,11.71,90.02,14.4,8.6,10.94,115.7,100.0,16.01,21.7,70.1,96.74,94.56,10.55,16.01,41.92,29.3,282.84,58.08,11.9,96.64,10.83,92.62,0.29,0.2,2786939.78,2786939.78,0.0,22001.85,0.0,2808941.63,0.0,2808941.63,2480888.03,1063796.1,32.0,182639.0,291922.12,502496.66,2684465.85,0.0,2684465.85,0.0,0.0,45550.3,0.0,598061.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137670.45,0.0,20866.8,158537.25,0.0,0.0,158537.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2308104,CE,14833.0,2596.0,24149.0,24149.0,14833.0,45881.0,24149.0,2596.0,45881.0,55.0,8.36,1.0,1.0,1.0,0.0,5668.0,999.0,6153.0,1037.0,5732.0,1027.0,5657.0,5348.0,924.0,5721.0,5339.0,1403.92,0.0,638.14,638.51,888.84,0.0,1403.92,0.0,0.0,0.0,571.94,0.0,0.0,765.8,97.49,97.49,124.97,0.0,0.0,0.0,0.0,21.82,1.01,99.79,45.45,0.0,36.69,9.4,15.27,100.0,13.1,8.8,6.31,109.3,61.4,10.75,20.7,63.31,93.49,99.94,15.27,10.75,54.52,39.57,375.44,45.48,9.4,32.33,5.66,0.0,0.55,0.22,2157724.38,1886408.48,271315.9,81321.21,0.0,2239045.59,0.0,2294634.3,834101.04,839945.01,4.0,18426.85,406026.33,367658.78,1925080.51,0.0,2768768.14,788306.31,50427.05,-87195.83,55381.32,329792.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2544.52,2544.52,0.0,0.0,2544.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2013,2308401,CE,14226.0,417.0,15771.0,15771.0,14226.0,35056.0,15771.0,417.0,35056.0,45.0,4.0,1.0,1.0,0.0,0.0,4664.0,143.0,5129.0,203.0,4698.0,144.0,4664.0,4403.0,129.0,4698.0,4403.0,1012.9,0.0,553.19,553.19,732.32,1012.9,1012.9,0.0,0.0,0.0,503.02,0.0,1012.9,898.0,15.0,15.0,18.0,0.0,0.0,0.0,0.0,8.0,1.01,100.0,54.61,100.0,27.7,10.0,2.71,100.0,13.2,9.0,20.2,108.2,90.2,2.64,18.2,72.3,93.61,100.0,2.71,2.64,45.39,28.01,273.98,54.61,10.0,40.58,1.19,100.0,0.89,0.53,1572988.0,1537312.0,35676.0,61545.0,0.0,1634533.0,0.0,1651616.0,434733.0,368255.0,3.0,15096.0,255991.0,327799.0,1331548.0,73758.0,1535344.0,96790.0,34454.0,-66813.0,33248.0,396766.0,0.0,15134.0,13006.0,60752.0,88892.0,0.0,0.0,,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2016,2310100,CE,4039.0,1008.0,5377.0,5377.0,4039.0,13022.0,5377.0,1008.0,13022.0,17.17,5.23,1.0,1.0,0.0,0.0,1506.0,397.0,1651.0,420.0,1538.0,409.0,1506.0,1438.0,356.0,1538.0,1438.0,97.97,0.0,101.37,101.37,101.41,0.0,97.97,0.0,0.0,0.0,93.81,0.0,0.0,112.45,26.12,26.12,26.12,0.0,0.0,0.0,0.0,23.42,1.02,100.0,103.47,0.0,-3.51,5.6,25.77,100.0,5.6,10.5,12.7,69.5,75.1,18.75,5.4,103.51,93.54,100.0,25.77,18.75,,,,103.47,5.6,31.02,7.74,0.0,1.15,0.9,326156.0,256207.23,69948.77,8639.48,0.0,334795.48,0.0,312584.19,125111.51,263937.31,1.0,16493.8,81293.2,242280.94,655322.2,0.0,796886.69,123828.58,4343.35,-33486.21,17735.91,80459.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123211.85,0.0,0.0,123211.85,0.0,0.0,123211.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,2310258,CE,11488.0,5823.0,13744.0,13744.0,11488.0,30733.0,13744.0,5823.0,30733.0,34.07,13.74,1.0,1.0,1.0,1.0,3708.0,1941.0,3934.0,2065.0,3906.0,2052.0,3706.0,3616.0,1833.0,3904.0,3614.0,772.87,772.87,511.0,511.0,603.0,0.0,0.0,0.0,0.0,0.0,454.0,4.94,0.0,308.0,210.0,210.0,244.06,0.0,0.0,0.0,0.0,0.0,1.06,99.97,66.54,0.0,21.48,11.1,41.1,100.0,13.0,8.8,6.53,121.3,83.6,42.37,16.7,78.52,92.37,100.0,41.1,42.37,33.46,20.68,192.93,66.54,11.0,37.38,18.95,0.0,0.4,0.0,1589006.0,1148892.0,440114.0,38837.0,0.0,1627843.0,0.0,1534616.0,466112.0,349369.0,6.0,14624.0,229107.0,415337.0,1282390.0,0.0,1504185.0,143898.0,25977.0,-71335.0,49178.0,319311.0,28719.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2014,2311108,CE,5247.0,884.0,6188.0,6188.0,5247.0,15058.0,6188.0,884.0,15058.0,10.0,5.01,1.0,1.0,0.0,0.0,2219.0,378.0,2401.0,386.0,2234.0,378.0,2218.0,2117.0,356.0,2233.0,2116.0,391.3,0.0,215.1,215.14,322.27,0.0,391.3,0.0,0.0,0.0,192.81,0.04,0.0,430.46,31.56,31.56,44.46,0.0,0.0,0.0,0.0,17.86,1.01,99.95,54.98,0.0,17.63,8.2,14.67,100.0,12.2,4.3,13.21,113.6,84.8,14.29,14.8,82.37,95.59,99.98,14.67,14.29,45.01,48.25,220.63,54.99,8.2,34.85,5.87,0.0,1.1,0.57,680835.42,610418.53,70416.89,33787.76,0.0,714623.18,0.0,779426.33,379858.9,311275.24,2.0,951.43,141683.18,202225.59,779667.2,0.0,1418157.58,617653.74,14232.65,-41810.55,20836.64,151109.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2012,2313252,CE,2611.0,187.0,2611.0,2611.0,2596.0,8865.0,2611.0,187.0,8865.0,7.2,1.44,1.0,1.0,0.0,0.0,958.0,71.0,1018.0,78.0,959.0,71.0,958.0,912.0,61.0,959.0,912.0,168.28,0.0,96.0,96.0,135.0,0.0,168.28,0.0,0.0,0.0,89.0,0.0,0.0,87.0,6.0,6.0,8.28,0.0,0.0,0.0,0.0,5.33,1.0,100.0,57.05,0.0,19.78,8.6,6.25,100.0,12.0,7.1,16.05,99.8,99.4,7.16,15.0,80.22,95.29,100.0,6.25,7.16,42.95,27.89,212.13,57.05,8.6,30.11,2.11,0.0,0.52,0.89,245394.0,230819.0,14575.0,7476.0,0.0,252870.0,0.0,240170.0,57030.0,47529.0,2.0,5298.0,41107.0,178195.0,295260.0,0.0,324048.0,15400.0,5593.0,-23194.0,8512.0,40732.0,4876.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14403.0,0.0,14403.0,0.0,0.0,14403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2014,2314003,CE,13552.0,2710.0,18922.0,18922.0,13552.0,58332.0,18922.0,2710.0,58332.0,43.0,15.22,1.0,1.0,1.0,0.0,6006.0,632.0,6634.0,853.0,6077.0,632.0,6006.0,5764.0,632.0,6077.0,5764.0,479.54,299.23,592.1,592.1,793.51,0.0,180.31,0.0,0.0,0.0,545.47,0.0,299.23,249.59,40.6,25.37,0.0,0.0,0.0,0.0,0.0,2.03,1.01,100.0,123.47,0.0,-65.47,8.2,6.86,62.49,11.0,6.5,17.84,121.4,71.6,14.32,6.7,165.47,94.89,100.0,4.28,14.32,,,,123.47,8.2,23.23,4.65,62.4,0.52,0.05,1569783.17,1548663.05,21120.12,48885.34,0.0,1618668.51,0.0,1709517.54,317771.96,565636.25,3.0,56183.39,97139.97,424953.02,1499739.31,1136889.04,3116739.54,426301.27,19317.18,-72589.62,46102.02,409099.12,7707.9,178455.78,1135075.43,1813.61,1315344.82,0.0,0.0,0.0,842670.48,4871963.82,626118.29,0.0,860309.43,4718549.16,761894.0,6340752.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2303709,CE,222815.0,96494.0,290220.0,290220.0,222815.0,325441.0,290220.0,96494.0,325441.0,340.0,247.0,1.0,1.0,1.0,0.0,29419.0,25740.0,32841.0,25826.0,31217.0,29751.0,29419.0,29815.0,28874.0,31217.0,29815.0,16531.0,0.0,4186.0,4186.0,5020.0,16531.0,16531.0,0.0,0.0,0.0,3826.0,254.0,16531.0,187.0,4490.0,4490.0,4490.0,0.0,0.0,0.0,0.0,328.0,1.06,100.0,25.72,100.0,69.16,11.5,107.26,100.0,13.8,9.6,16.78,52.6,76.8,33.25,45.3,30.84,95.6,100.0,107.26,33.25,74.28,107.55,1154.54,25.72,11.5,68.47,29.65,100.0,0.01,0.07,24697526.0,18414109.0,6283417.0,1480204.0,0.0,26177730.0,0.0,9780660.0,304892.0,4442630.0,62.0,1016860.0,537217.0,5418353.0,15673817.0,595576.55,19965835.0,2261927.0,1298937.0,730996.0,1432216.0,2228824.0,2298.45,566943.29,560622.62,34953.93,1162519.84,0.0,,,0.0,5553374.0,305567.0,1290.0,4792339.0,1067892.0,0.0,5860231.0,,,,,,,,,,,,,,
2010,2305233,CE,30637.0,1828.0,51049.0,51049.0,30637.0,55187.0,51049.0,1828.0,55187.0,134.0,4.0,1.0,1.0,0.0,0.0,11319.0,673.0,12357.0,704.0,11556.0,702.0,11319.0,11301.0,674.0,11556.0,11301.0,1229.0,1229.0,1220.0,1220.0,1621.0,1229.0,0.0,0.0,0.0,0.0,1214.0,20.0,0.0,2447.0,264.0,264.0,264.0,0.0,0.0,0.0,0.0,84.0,1.02,100.0,100.91,100.0,-34.08,9.5,21.64,100.0,12.6,11.5,6.06,116.0,60.0,3.58,9.5,134.08,97.68,100.0,21.64,3.58,-0.91,-0.23,-2.86,100.91,9.5,55.51,3.31,0.0,1.99,0.32,3784072.0,2538624.0,1245448.0,187060.0,0.0,3971132.0,0.0,3871521.0,670325.0,813548.0,11.0,493346.0,820145.0,613455.0,3348774.0,0.0,3924654.0,242908.0,18.0,191735.0,295631.0,416527.0,37341.0,0.0,0.0,0.0,0.0,0.0,,,0.0,837397.0,43476.0,35.0,707981.0,0.0,172927.0,880908.0,,,,,,,,,,,,,,
2011,2311009,CE,6371.0,1874.0,7812.0,7812.0,6371.0,12022.0,7812.0,1874.0,12022.0,26.0,4.0,1.0,1.0,0.0,0.0,2373.0,696.0,2662.0,726.0,2387.0,700.0,2373.0,2286.0,671.0,2387.0,2286.0,282.0,282.0,217.0,217.0,146.0,282.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,109.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,36.0,1.01,100.0,76.95,100.0,48.23,7.8,15.21,100.0,5.3,9.8,8.39,105.7,81.6,23.99,10.2,51.77,96.02,100.0,15.21,23.99,23.05,6.98,77.48,76.95,7.8,52.99,15.59,0.0,0.39,1.09,486308.0,432540.0,53768.0,17799.0,0.0,504107.0,0.0,496797.0,135851.0,137767.0,1.0,20028.0,74411.0,331756.0,529527.0,0.0,572184.0,18996.0,9362.0,-43797.0,23661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6073.0,12121.0,44347.0,2331.0,36782.0,0.0,28090.0,64872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2011,2313252,CE,2602.0,371.0,2617.0,2617.0,2602.0,8887.0,2617.0,371.0,8887.0,7.0,1.0,1.0,1.0,0.0,0.0,909.0,62.0,977.0,74.0,910.0,62.0,909.0,869.0,0.0,910.0,869.0,135.0,135.0,88.0,88.0,547.0,135.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,71.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,100.0,65.19,100.0,-305.19,8.2,7.95,100.0,51.1,7.3,138.89,113.4,99.4,14.18,12.6,405.19,95.63,100.0,7.95,14.18,34.81,18.4,144.76,65.19,8.2,29.28,4.17,0.0,0.53,0.43,202092.0,191737.0,10355.0,5055.0,0.0,207147.0,0.0,204921.0,41293.0,0.0,0.0,8127.0,39481.0,135053.0,169002.0,0.0,185696.0,7660.0,4381.0,-18040.0,9034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5527.0,1460.0,749.0,7736.0,0.0,0.0,7736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2022,2311355,CE,5012.416666666667,4610.0,5012.416666666667,,,15910.0,,,15910.0,252.91,10.0,1.0,1.0,4.0,1.0,2538.0,1755.0,3494.0,2026.0,2538.0,1755.0,2538.0,2456.0,1693.0,2538.0,2456.0,452.39,384.32,281.15,294.14,370.0,25.75,23.61,0.0,0.0,0.0,,26.0,0.0,,115.1,115.1,151.1,0.0,0.0,0.0,0.0,6.5,1.0,100.0,65.94,5.69,13.22,9.9,39.13,100.0,13.1,74.7,5.01,106.8,,,16.0,86.78,97.33,95.58,39.13,,31.02,1.5,153.3,68.98,10.4,53.35,28.98,0.0,,0.06,1551698.58,1116031.21,435667.37,70434.51,0.0,1622133.09,0.0,1620367.86,,274575.46,7.0,43537.37,310214.52,10333.85,654793.72,0.0,1608089.47,1570.55,0.0,16132.5,905027.7,0.0,46697.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30960.56,15736.94,0.0,30960.56,15736.94,0.0,46697.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2302107,CE,19996.0,605.0,26495.0,26495.0,19996.0,36127.0,26495.0,605.0,36127.0,54.95,2.0,1.0,1.0,0.0,0.0,9225.0,271.0,11265.0,284.0,9509.0,274.0,9225.0,8949.0,271.0,9509.0,8949.0,887.4,887.4,1008.54,1101.84,1356.04,113.6,0.0,0.0,802.85,77.71,946.12,12.32,0.0,1051.22,17.64,17.64,20.72,0.0,0.0,0.0,0.0,2.29,1.03,100.0,63.03,2.23,19.18,8.9,1.72,100.0,11.3,4.7,5.93,139.6,75.5,2.28,14.2,80.82,94.26,98.48,1.72,2.28,34.33,28.72,171.86,65.67,9.0,55.35,1.67,0.0,0.62,0.13,5408656.98,5307056.64,58880.71,172594.79,42719.63,5581251.77,0.0,5451115.66,1350020.04,1219493.29,5.0,584661.28,464450.06,935303.84,4954327.36,31663.46,5353169.66,324675.07,111443.19,706268.56,42503.77,932707.14,0.0,0.0,31632.72,30.74,31663.46,0.0,0.0,0.0,0.0,494786.77,6172.34,2377.73,503336.84,,,503336.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
